symbol,name,country,ipo_year,sector,industry
ATUS,Altice USA Inc. Class A Common Stock,United States,2017,Telecommunications,Cable & Other Pay Television Services
ATXS,Astria Therapeutics Inc. Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
ATYR,aTyr Pharma Inc. Common Stock,United States,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AU,AngloGold Ashanti PLC Ordinary Shares,South Africa,,Basic Materials,Precious Metals
AUB,Atlantic Union Bankshares Corporation Common Stock,United States,,Finance,Major Banks
AUDC,AudioCodes Ltd. Common Stock,Israel,1999,Utilities,Telecommunications Equipment
AUNA,Auna SA Class A Ordinary Shares,Peru,2024,Health Care,Medical/Nursing Services
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,Canada,,Health Care,Biotechnology: Pharmaceutical Preparations
AUR,Aurora Innovation Inc. Class A Common Stock,United States,2021,Technology,EDP Services
AURA,Aura Biosciences Inc. Common Stock,United States,2021,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUROW,Aurora Innovation Inc. Warrant,United States,2021,Technology,EDP Services
AUTL,Autolus Therapeutics plc American Depositary Share,United Kingdom,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVA,Avista Corporation Common Stock,United States,,Utilities,Power Generation
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,United States,2021,Health Care,Medical/Nursing Services
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),,2014,Finance,Commercial Banks
AVAV,AeroVironment Inc. Common Stock,United States,2007,Industrials,Aerospace
AVB,AvalonBay Communities Inc. Common Stock,United States,,Real Estate,Real Estate Investment Trusts
AVBP,ArriVent BioPharma Inc. Common Stock,United States,2024,Health Care,Biotechnology: Pharmaceutical Preparations
AVDL,Avadel Pharmaceuticals plc Ordinary Share,France,,Health Care,Biotechnology: Pharmaceutical Preparations
AVDX,AvidXchange Holdings Inc. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
AVGO,Broadcom Inc. Common Stock,United States,2009,Technology,Semiconductors
AVNS,Avanos Medical Inc. Common Stock,United States,2014,Health Care,Industrial Specialties
AVNT,Avient Corporation Common Stock,United States,,Industrials,Major Chemicals
AVO,Mission Produce Inc. Common Stock,United States,2020,Consumer Staples,Farming/Seeds/Milling
AVPT,AvePoint Inc. Class A Common Stock,United States,2019,Technology,Computer Software: Prepackaged Software
AVPTW,AvePoint Inc. Warrant,United States,2019,Technology,Computer Software: Prepackaged Software
AVT,Avnet Inc. Common Stock,United States,,Technology,Electronic Components
AVTR,Avantor Inc. Common Stock,United States,2019,Industrials,Biotechnology: Laboratory Analytical Instruments
AVXL,Anavex Life Sciences Corp. Common Stock,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVY,Avery Dennison Corporation Common Stock,United States,,Consumer Discretionary,Containers/Packaging
AWI,Armstrong World Industries Inc Common Stock,United States,,Industrials,Plastic Products
AWK,American Water Works Company Inc. Common Stock,United States,2008,Utilities,Water Supply
AWR,American States Water Company Common Stock,United States,,Utilities,Water Supply
AX,Axos Financial Inc. Common Stock,United States,2018,Finance,Savings Institutions
AXGN,Axogen Inc. Common Stock,United States,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AXL,American Axle & Manufacturing Holdings Inc. Common Stock,United States,,Consumer Discretionary,Auto Parts:O.E.M.
AXON,Axon Enterprise Inc. Common Stock,United States,2001,Industrials,Ordnance And Accessories
AXP,American Express Company Common Stock,United States,,Finance,Finance: Consumer Services
AXS,Axis Capital Holdings Limited Common Stock,Bermuda,2003,Finance,Property-Casualty Insurers
AXSM,Axsome Therapeutics Inc. Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
AXTA,Axalta Coating Systems Ltd. Common Shares,United States,2014,Consumer Discretionary,Paints/Coatings
AYI,Acuity Brands Inc. ,United States,,Consumer Discretionary,Building Products
AZEK,The AZEK Company Inc. Class A Common Stock,United States,2020,Industrials,Plastic Products
AZN,AstraZeneca PLC American Depositary Shares,United Kingdom,,Health Care,Biotechnology: Pharmaceutical Preparations
AZO,AutoZone Inc. Common Stock,United States,,Consumer Discretionary,Auto & Home Supply Stores
AZPN,Aspen Technology Inc. Common Stock,United States,,Technology,EDP Services
AZTA,Azenta Inc.,United States,,Technology,Industrial Machinery/Components
AZZ,AZZ Inc.,United States,,Industrials,Industrial Specialties
BA,Boeing Company (The) Common Stock,United States,,Industrials,Aerospace
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,China,2014,Consumer Discretionary,Business Services
BAC,Bank of America Corporation Common Stock,United States,,Finance,Major Banks
BAH,Booz Allen Hamilton Holding Corporation Common Stock,United States,2010,Consumer Discretionary,Professional Services
BAK,Braskem SA ADR,Brazil,,Industrials,Major Chemicals
BALL,Ball Corporation Common Stock,United States,,Industrials,Containers/Packaging
BALY,Bally's Corporation Common Stock,United States,2024,Consumer Discretionary,Hotels/Resorts
BAM,Brookfield Asset Management Inc Class A Limited Voting Shares,,2022,Consumer Discretionary,Other Consumer Services
BANC,Banc of California Inc. Common Stock,United States,,Finance,Major Banks
BAND,Bandwidth Inc. Class A Common Stock,United States,2017,Technology,Computer Software: Prepackaged Software
BANF,BancFirst Corporation Common Stock,United States,1993,Finance,Major Banks
BANFP,BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,United States,,Finance,Major Banks
BANR,Banner Corporation Common Stock,United States,,Finance,Major Banks
BAP,Credicorp Ltd. Common Stock,Peru,,Finance,Commercial Banks
BASE,Couchbase Inc. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
BATRA,Atlanta Braves Holdings Inc. Series A Common Stock,United States,,Consumer Discretionary,Services-Misc. Amusement & Recreation
BATRK,Atlanta Braves Holdings Inc. Series C Common Stock,United States,,Consumer Discretionary,Services-Misc. Amusement & Recreation
BAX,Baxter International Inc. Common Stock,United States,,Health Care,Medical/Dental Instruments
BB,BlackBerry Limited Common Stock,Canada,,Technology,Computer Software: Prepackaged Software
BBAI,BigBear.ai Inc. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
BBAR,Banco BBVA Argentina S.A. ADS,Argentina,,Finance,Commercial Banks
BBCP,Concrete Pumping Holdings Inc. Common Stock,United States,2017,Consumer Discretionary,Engineering & Construction
BBD,Banco Bradesco Sa American Depositary Shares,Brazil,,Finance,Major Banks
BBDC,Barings BDC Inc. Common Stock,United States,,Finance,Diversified Financial Services
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),Brazil,,Finance,Major Banks
BBIO,BridgeBio Pharma Inc. Common Stock,United States,2019,Health Care,Biotechnology: Pharmaceutical Preparations
BBNX,Beta Bionics Inc. Common Stock,United States,2025,Health Care,Medical/Dental Instruments
BBSI,Barrett Business Services Inc. Common Stock,United States,1993,Consumer Discretionary,Professional Services
BBU,Brookfield Business Partners L.P. Limited Partnership Units ,,2016,Consumer Discretionary,Engineering & Construction
BBUC,Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,,2022,Consumer Discretionary,Engineering & Construction
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,Spain,,Finance,Commercial Banks
BBW,Build-A-Bear Workshop Inc. Common Stock,United States,2004,Consumer Discretionary,Recreational Games/Products/Toys
BBWI,Bath & Body Works Inc.,United States,,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BBY,Best Buy Co. Inc. Common Stock,United States,,Consumer Discretionary,Consumer Electronics/Video Chains
BC,Brunswick Corporation Common Stock,United States,,Industrials,Industrial Machinery/Components
BCAL,California BanCorp Common Stock,United States,,Finance,Major Banks
BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,United States,2020,Finance,Finance/Investors Services
BCAX,Bicara Therapeutics Inc. Common Stock,United States,2024,Health Care,Biotechnology: Pharmaceutical Preparations
BCC,Boise Cascade L.L.C. Common Stock,United States,2013,Consumer Discretionary,RETAIL: Building Materials
BCE,BCE Inc. Common Stock,Canada,,Telecommunications,Telecommunications Equipment
BCH,Banco De Chile ADS,Chile,,Finance,Commercial Banks
BCML,BayCom Corp Common Stock,United States,2018,Finance,Major Banks
BCO,Brinks Company (The) Common Stock,United States,,Consumer Discretionary,Oil Refining/Marketing
BCPC,Balchem Corporation Common Stock,United States,,Industrials,Major Chemicals
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,United States,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCS,Barclays PLC Common Stock,United Kingdom,,Finance,Commercial Banks
BCSF,Bain Capital Specialty Finance Inc. Common Stock,United States,2018,Finance,Finance/Investors Services
BCX,BlackRock Resources Common Shares of Beneficial Interest,United States,2011,Finance,Finance/Investors Services
BCYC,Bicycle Therapeutics plc American Depositary Shares,United Kingdom,2019,Health Care,Biotechnology: Pharmaceutical Preparations
BDC,Belden Inc Common Stock,United States,,Industrials,Telecommunications Equipment
BDJ,Blackrock Enhanced Equity Dividend Trust,United States,2005,Finance,Finance Companies
BDN,Brandywine Realty Trust Common Stock,United States,,Real Estate,Real Estate Investment Trusts
BDX,Becton Dickinson and Company Common Stock,United States,,Health Care,Medical/Dental Instruments
BE,Bloom Energy Corporation Class A Common Stock,United States,2018,Energy,Industrial Machinery/Components
BEAM,Beam Therapeutics Inc. Common Stock,United States,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BECN,Beacon Roofing Supply Inc. Common Stock,United States,2004,Consumer Discretionary,RETAIL: Building Materials
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),China,2020,Finance,Real Estate
BELFA,Bel Fuse Inc. Class A Common Stock,United States,,,
BELFB,Bel Fuse Inc. Class B Common Stock,United States,,,
BEN,Franklin Resources Inc. Common Stock,United States,,Finance,Investment Managers
BEP,Brookfield Renewable Partners L.P. Limited Partnership Units,Canada,,Utilities,Electric Utilities: Central
BEPC,Brookfield Renewable Corporation Brookfield Renewable Corporation Class A Subordinate Voting Shares,United States,,Utilities,Electric Utilities: Central
BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,Canada,,Utilities,Electric Utilities: Central
BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,Canada,2021,Utilities,Electric Utilities: Central
BEPJ,Brookfield BRP Holdings (Canada) Inc. 7.250% Perpetual Subordinated Notes,Canada,2024,Utilities,Electric Utilities: Central
BERY,Berry Global Group Inc. Common Stock,United States,2012,Industrials,Plastic Products
BFAM,Bright Horizons Family Solutions Inc. Common Stock,United States,2013,Consumer Discretionary,Other Consumer Services
BFC,Bank First Corporation Common Stock,United States,,Finance,Major Banks
BFH,Bread Financial Holdings Inc. Common Stock,United States,,Consumer Discretionary,Business Services
BFLY,Butterfly Network Inc. Class A Common Stock,United States,2020,Health Care,Medical Electronics
BFS,Saul Centers Inc. Common Stock,United States,1993,Real Estate,Real Estate Investment Trusts
BFST,Business First Bancshares Inc. Common Stock,United States,,Finance,Major Banks
BG,Bunge Limited Common Shares,United States,,Consumer Staples,Packaged Foods
BGC,BGC Group Inc. Class A Common Stock,United States,,Finance,Investment Bankers/Brokers/Service
BGM,BGM Group Ltd. Class A Ordinary Shares,China,2021,Health Care,Biotechnology: Pharmaceutical Preparations
BGR,BlackRock Energy and Resources Trust,United States,2004,Finance,Trusts Except Educational Religious and Charitable
BGS,B&G Foods Inc. Common Stock,United States,,Consumer Staples,Packaged Foods
BH,Biglari Holdings Inc. Class B Common Stock,United States,2018,Consumer Discretionary,Restaurants
BHB,Bar Harbor Bankshares Inc. Common Stock,United States,1997,Finance,Major Banks
BHC,Bausch Health Companies Inc. Common Stock,Canada,,Health Care,Biotechnology: Pharmaceutical Preparations
BHE,Benchmark Electronics Inc. Common Stock,United States,,Technology,Electrical Products
BHF,Brighthouse Financial Inc. Common Stock,United States,,Finance,Life Insurance
BHFAL,Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058,United States,,Finance,Life Insurance
BHFAM,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock Series D,United States,,Finance,Life Insurance
BHFAN,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series C,United States,,Finance,Life Insurance
BHFAO,Brighthouse Financial Inc. Depositary Shares 6.75% Non-Cumulative Preferred Stock Series B,United States,,Finance,Life Insurance
BHFAP,Brighthouse Financial Inc. Depositary Shares 6.6% Non-Cumulative Preferred Stock Series A,United States,,Finance,Life Insurance
BHLB,Berkshire Hills Bancorp Inc. Common Stock,United States,,Finance,Banks
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),Australia,,Energy,Coal Mining
BHRB,Burke & Herbert Financial Services Corp. Common Stock,United States,,Finance,Major Banks
